geo,time,education,emp_high_tech,gdp,inv,migration,pop,pop_dens,tourists,unemp,wages
DE12,2016,32.2,5.6,38700.0,22581.36,6.9,1817.1,403.9,1168216.0,3.1,61961.46
DE12,2017,31.4,5.6,40100.0,24494.24,6.9,1853.4,406.3,1223077.0,3.3,64849.14
DE12,2018,31.2,5.5,41300.0,26565.79,4.3,1847.2,408.2,1268500.0,2.9,67056.05
DE12,2019,33.0,6.0,41700.0,28029.91,3.1,1862.6,409.3,1253086.0,2.8,70229.31
DE13,2014,27.0,5.6,32700.0,15905.44,8.8,1429.7,233.4,1764601.0,3.0,40328.18
DE13,2015,27.7,5.4,33100.0,16988.07,16.0,1444.5,236.0,1932842.0,2.5,41735.32
DE13,2016,29.0,5.6,33600.0,17491.28,7.0,1469.3,241.0,1977795.0,3.0,43251.09
DE13,2017,28.9,5.6,34600.0,19795.71,7.1,1471.8,242.6,2003312.0,2.9,45029.54
DE13,2018,29.5,5.7,35700.0,20333.9,4.7,1465.8,244.0,2092024.0,2.6,47249.12
DE13,2019,30.9,5.6,36200.0,21121.05,3.5,1461.0,244.9,2186548.0,2.1,49287.41
DE14,2014,30.5,4.8,36100.0,15362.03,8.2,1170.0,200.5,484754.0,2.6,36020.41
DE14,2015,30.6,5.0,36800.0,16411.2,16.1,1177.1,202.9,526070.0,3.0,37462.56
DE14,2016,30.8,5.2,38200.0,16966.91,5.6,1212.3,210.6,546051.0,2.6,39133.0
DE14,2017,30.9,5.1,39400.0,17184.06,6.0,1213.6,212.0,558565.0,2.2,40647.28
DE14,2018,30.6,5.2,40600.0,19916.29,5.3,1206.8,213.2,590061.0,1.9,42373.78
DE14,2019,31.9,5.7,41200.0,21276.43,3.8,1208.3,214.2,646070.0,1.9,44377.7
DE21,2014,37.1,7.0,48600.0,58810.51,10.0,2970.2,256.4,4784601.0,2.5,111753.37
DE21,2015,37.1,7.0,49700.0,61429.07,14.2,2992.9,259.8,5154743.0,2.7,117791.43
DE21,2016,38.4,7.1,51200.0,62589.02,8.0,3058.2,268.3,5117085.0,2.4,123884.74
DE21,2017,39.5,6.9,53400.0,67967.26,2.1,3080.5,270.1,5673353.0,2.2,129756.71
DE21,2018,40.6,7.3,54100.0,72826.19,6.3,3055.3,271.6,6010321.0,2.3,135716.86
DE21,2019,40.5,6.6,55200.0,77942.13,4.0,3086.7,273.4,6191130.0,1.9,143455.91
DE22,2014,21.1,2.6,33400.0,8994.91,9.3,797.9,115.5,281169.0,2.8,20842.39
DE22,2015,21.1,2.8,33600.0,9254.72,14.7,800.2,116.7,287918.0,2.5,21763.47
DE22,2016,21.9,2.4,34600.0,10293.82,7.7,804.5,118.5,302324.0,2.1,22684.76
DE22,2017,22.1,2.6,36100.0,10257.97,10.7,810.0,119.4,322977.0,2.1,23654.85
DE22,2018,21.5,2.5,36200.0,10207.88,8.8,805.8,120.3,342250.0,2.0,24586.84
DE22,2019,22.8,2.7,36700.0,10915.96,6.2,806.2,121.0,350995.0,2.0,25728.24
DE23,2014,25.2,4.6,35400.0,9404.36,6.5,734.6,111.5,275635.0,2.7,20717.86
DE23,2015,25.0,4.8,35800.0,9875.1,11.3,736.9,112.2,286451.0,2.7,21728.6
DE23,2016,24.8,5.6,36700.0,10859.62,7.3,735.0,113.6,301707.0,2.8,22733.85
DE23,2017,24.4,5.3,38700.0,10933.85,7.3,733.9,114.2,313992.0,2.2,23894.31
DE23,2018,24.9,5.2,39300.0,12330.6,6.1,730.0,114.8,329271.0,1.9,25032.65
DE23,2019,26.1,4.9,39700.0,11924.59,3.8,725.2,115.2,323315.0,2.2,26068.17
DE24,2014,24.4,2.9,30900.0,6324.53,3.6,690.9,146.0,190837.0,4.0,18887.56
DE24,2015,23.5,3.0,32100.0,6954.66,8.0,680.3,146.2,213492.0,3.8,19612.99
DE24,2016,23.2,2.5,33200.0,6516.52,6.6,707.1,147.0,223774.0,3.3,20355.57
DE24,2017,24.8,2.5,34600.0,7179.47,8.2,698.4,147.5,224188.0,3.0,21200.54
DE24,2018,24.7,2.6,35400.0,8406.22,4.7,696.8,147.9,232230.0,2.3,22019.14
DE24,2019,26.1,3.0,35700.0,8867.04,1.6,693.4,147.8,227540.0,2.3,22864.43
DE25,2014,27.8,5.2,37300.0,16385.27,6.0,1122.3,236.3,1029167.0,3.1,37755.43
DE25,2015,28.4,6.2,37900.0,15892.22,15.4,1124.8,238.4,1083718.0,3.0,39330.33
DE25,2016,29.4,5.0,39100.0,16604.96,7.2,1160.0,241.8,1077786.0,2.5,41083.79
DE25,2017,30.1,5.0,40700.0,19612.82,6.6,1160.0,243.3,1136740.0,2.1,42935.8
DE25,2018,30.7,5.1,41900.0,18103.5,7.2,1151.5,244.7,1230537.0,1.8,44466.85
DE25,2019,30.9,5.0,42400.0,19491.53,3.9,1151.3,245.7,1208793.0,2.1,46306.67
DE26,2014,25.7,2.9,34000.0,8174.89,2.8,871.3,152.2,351876.0,2.9,24005.56
DE26,2015,26.9,3.2,34400.0,8969.46,8.2,864.2,152.7,374946.0,3.0,24931.32
DE26,2016,27.2,2.6,35700.0,8929.32,4.1,863.3,153.9,382913.0,2.5,25720.48
DE26,2017,27.7,2.9,37000.0,9629.1,5.2,870.4,154.4,385089.0,2.3,26785.01
DE26,2018,27.4,3.4,37700.0,11125.56,5.1,873.2,154.8,389190.0,2.0,27877.08
DE26,2019,28.8,3.3,38000.0,10433.8,2.1,873.0,155.1,386500.0,2.0,29192.67
DE27,2014,25.2,3.7,33400.0,14831.1,9.3,1165.6,181.5,969726.0,3.0,33485.26
DE27,2015,25.6,3.3,34000.0,16007.36,14.7,1182.5,183.5,1081749.0,3.0,34888.23
DE27,2016,24.4,3.3,35000.0,16794.26,6.6,1213.4,187.3,1084176.0,2.7,36091.24
DE27,2017,25.9,3.5,36000.0,16817.22,8.6,1225.7,188.7,1280372.0,2.6,37822.46
DE27,2018,26.7,3.2,36900.0,18337.81,8.1,1239.1,190.2,1359210.0,2.4,39613.71
DE27,2019,27.9,3.5,37200.0,17235.5,6.5,1241.2,191.5,1346009.0,2.2,41339.14
DE30,2014,36.1,7.0,32100.0,22882.1,12.5,2330.0,3867.4,4519371.0,9.8,61717.9
DE30,2015,36.6,6.6,33000.0,24696.39,13.3,2342.4,3922.5,4864363.0,9.4,65500.82
DE30,2016,39.1,7.1,34700.0,25774.08,13.5,2370.5,4193.2,5043589.0,7.8,69301.62
DE30,2017,40.5,7.2,36300.0,26132.07,9.1,2397.5,4248.4,5104055.0,7.0,74574.57
DE30,2018,42.1,7.5,38100.0,28582.97,7.4,2413.7,4289.8,5404115.0,6.1,79528.54
DE30,2019,43.1,7.4,39000.0,29962.56,5.4,2424.0,4322.9,5483795.0,5.3,85685.07
DE40,2014,27.7,3.1,24200.0,13743.46,7.5,1575.7,82.7,385416.0,6.7,30882.32
DE40,2015,27.7,3.0,24400.0,14424.13,15.6,1567.7,83.3,414773.0,5.7,32247.78
DE40,2016,27.2,3.1,25000.0,15834.53,7.9,1588.7,85.8,419331.0,4.6,33430.06
DE40,2017,26.9,2.9,26100.0,16591.6,8.3,1578.0,86.1,429887.0,4.5,35072.83
DE40,2018,28.2,2.8,26700.0,17892.41,8.2,1577.0,86.4,455535.0,4.1,36625.13
DE40,2019,28.8,2.5,27400.0,18377.07,9.0,1554.5,86.7,461586.0,3.4,38274.18
DE50,2014,26.5,3.6,42100.0,4114.13,8.7,437.7,1570.6,268751.0,6.6,15786.76
DE50,2015,26.2,3.0,42300.0,5131.2,16.4,437.3,1587.4,268751.0,5.6,16246.99
DE50,2016,27.6,3.5,42900.0,4968.29,11.6,444.4,1726.7,247620.0,5.3,16909.71
DE50,2017,28.4,3.6,43900.0,4536.99,4.7,440.2,1738.9,268751.0,4.3,17647.91
DE50,2018,28.4,3.5,44500.0,5314.42,4.2,443.0,1744.3,268751.0,4.3,18379.59
DE50,2019,28.8,3.7,44000.0,5498.75,-1.8,448.3,1744.5,280832.0,5.1,18986.38
DE60,2014,33.6,5.2,54900.0,22052.65,8.1,1188.5,2323.9,1355412.0,5.0,50457.26
DE60,2015,34.9,5.8,56300.0,23377.16,12.6,1188.7,2351.1,1397063.0,4.3,52381.79
DE60,2016,36.4,5.2,56700.0,21823.01,10.5,1214.9,2533.7,1458645.0,4.1,54770.42
DE60,2017,35.7,5.5,59100.0,18671.24,9.1,1230.3,2564.1,1540168.0,4.2,56861.49
DE60,2018,36.9,5.6,59800.0,21608.74,4.2,1232.9,2585.7,1604442.0,4.1,59450.9
DE60,2019,37.1,5.5,61200.0,22638.38,1.4,1239.2,2597.5,1677629.0,3.6,62947.13
DE71,2014,32.0,6.1,44300.0,30868.26,10.7,2523.8,516.2,3004168.0,4.5,91537.63
DE71,2015,32.3,5.8,44400.0,31215.05,15.4,2553.1,522.9,3260142.0,4.1,95019.35
DE71,2016,33.3,5.9,45600.0,34625.1,6.7,2620.0,532.4,3295924.0,4.0,98686.85
DE71,2017,34.4,6.1,46800.0,37295.28,6.5,2629.1,536.1,3404274.0,3.5,103612.61
DE71,2018,33.9,5.9,47500.0,37582.53,4.9,2631.9,539.3,3593467.0,3.1,108682.13
DE71,2019,34.8,5.9,47900.0,39640.47,5.2,2648.3,542.2,3636538.0,3.1,113770.36
DE72,2014,25.8,4.7,28800.0,6133.86,8.2,682.1,190.7,108943.0,4.5,17665.52
DE72,2015,27.2,4.3,28900.0,5824.73,13.6,682.1,192.2,115806.0,3.8,18218.6
DE72,2016,28.1,4.0,29800.0,6243.5,5.3,700.9,193.8,117324.0,4.0,18832.58
DE72,2017,28.6,4.0,31000.0,6896.49,4.6,680.4,194.3,123137.0,3.6,19416.47
DE72,2018,27.5,4.1,31900.0,7194.25,3.8,681.5,194.7,124221.0,3.6,20294.83
DE72,2019,28.8,4.7,32400.0,7256.99,4.0,681.1,194.9,120338.0,3.3,21006.43
DE73,2014,22.5,2.4,30700.0,6983.57,4.6,781.0,144.8,277528.0,4.4,22974.42
DE73,2015,23.1,2.4,31300.0,7582.25,14.6,788.4,145.7,279495.0,3.6,23725.88
DE73,2016,24.1,2.8,32500.0,8072.95,6.8,764.8,147.1,302939.0,3.7,24295.55
DE73,2017,25.6,2.9,33100.0,7659.43,4.2,780.8,147.4,346205.0,2.5,25217.57
DE73,2018,25.4,2.5,33600.0,8341.7,4.3,774.3,147.5,318940.0,2.9,26094.02
DE73,2019,25.8,2.5,34300.0,8500.75,3.2,780.3,147.5,305547.0,2.8,27106.39
DE80,2014,24.1,2.3,23000.0,8463.38,5.5,1024.9,68.6,369845.0,9.6,20347.47
DE80,2015,25.5,2.2,23100.0,8791.44,12.6,1020.0,68.9,375413.0,7.8,21339.61
DE80,2016,25.8,1.9,23500.0,9884.92,3.3,1024.8,71.4,379621.0,6.3,22158.02
DE80,2017,26.5,2.0,25300.0,10096.38,5.0,1009.9,71.4,382084.0,5.1,23082.19
DE80,2018,25.5,2.0,25400.0,11294.55,4.6,991.3,71.3,404916.0,4.8,24189.25
DE80,2019,26.0,2.0,26800.0,12341.76,4.7,989.7,71.3,392783.0,4.0,25489.67
DE91,2014,25.3,3.9,38800.0,15768.6,6.8,1022.8,194.4,328478.0,5.5,31237.55
DE91,2015,26.2,3.5,36700.0,15478.38,15.7,1032.7,195.8,358469.0,4.9,32649.52
DE91,2016,25.1,2.9,42800.0,17308.22,1.6,1045.2,197.5,383495.0,4.6,33453.91
DE91,2017,27.2,3.2,42800.0,17478.56,3.8,1032.9,197.3,390217.0,4.4,34546.12
DE91,2018,28.5,3.1,45100.0,17900.56,4.1,1021.0,197.4,395178.0,4.0,36297.21
DE91,2019,29.2,4.1,46400.0,21087.58,2.7,1019.2,197.3,411843.0,3.3,37987.31
DE92,2014,25.2,3.3,32300.0,15391.49,7.5,1365.2,232.1,483902.0,5.2,38075.01
DE92,2015,26.0,3.0,32400.0,16189.89,14.9,1375.2,233.9,498572.0,4.7,39421.19
DE92,2016,25.4,3.4,33800.0,16994.6,5.7,1390.5,237.6,506928.0,4.7,40969.9
DE92,2017,25.7,3.4,34500.0,18683.09,5.0,1395.1,238.2,531606.0,4.5,42299.36
DE92,2018,27.4,3.5,35500.0,19362.48,5.7,1377.0,238.8,521532.0,4.1,44480.63
DE92,2019,28.3,3.4,36200.0,22385.26,2.3,1384.7,239.0,514545.0,3.5,46442.91
DE93,2014,21.6,2.2,23700.0,10824.94,7.5,1050.0,107.7,264243.0,4.0,20787.93
DE93,2015,23.0,2.3,23900.0,11018.61,16.5,1074.3,108.7,273685.0,3.5,21429.55
DE93,2016,22.5,2.2,24200.0,12000.49,5.1,1074.8,110.6,265349.0,3.3,22318.21
DE93,2017,23.1,2.1,25000.0,12306.31,4.5,1079.7,110.8,280170.0,3.4,23156.45
DE93,2018,23.5,2.1,25800.0,12994.67,5.9,1058.0,111.0,288988.0,2.4,24294.96
DE93,2019,24.0,2.3,26500.0,13701.91,6.4,1070.3,111.4,288360.0,2.6,25499.93
DE94,2014,20.6,1.7,29600.0,21135.95,7.4,1584.2,163.7,337764.0,4.1,38647.5
DE94,2015,20.8,1.4,29900.0,22318.11,16.4,1603.5,165.4,346324.0,3.9,40326.26
DE94,2016,20.0,1.6,30900.0,22915.91,5.2,1657.9,167.9,371300.0,3.6,42170.51
DE94,2017,20.6,1.7,32100.0,24556.23,5.4,1647.4,168.6,374802.0,3.0,43922.14
DE94,2018,21.5,1.6,32500.0,24115.24,5.3,1654.4,169.2,401358.0,2.7,46158.76
DE94,2019,22.8,1.7,33300.0,27363.42,4.7,1641.6,169.8,396774.0,2.9,48321.82
DEA1,2014,23.8,3.5,35200.0,28820.54,6.5,3330.0,963.6,1767039.0,6.3,100586.68
DEA1,2015,24.8,3.2,35500.0,28707.17,15.8,3356.9,971.6,1761413.0,5.9,104148.01
DEA1,2016,26.5,3.6,35900.0,29717.57,5.3,3385.7,1002.4,1877993.0,4.9,107248.15
DEA1,2017,26.1,3.4,37300.0,32861.13,3.8,3403.3,1004.8,1932168.0,4.3,111170.09
DEA1,2018,25.9,3.5,38600.0,33374.23,3.2,3363.7,1005.9,1958731.0,4.3,116475.23
DEA1,2019,26.5,3.4,38400.0,33216.52,3.4,3349.4,1006.7,1979808.0,3.8,121741.9
DEA2,2014,28.3,5.6,35500.0,27343.67,7.5,2835.1,590.3,1769069.0,5.3,84551.92
DEA2,2015,28.5,5.1,36600.0,27899.66,15.0,2855.1,596.3,1821547.0,4.8,87623.74
DEA2,2016,30.3,4.9,37100.0,29834.02,4.2,2954.2,607.6,1789420.0,3.9,91084.62
DEA2,2017,30.3,4.9,38500.0,31215.96,4.1,2946.0,609.7,1960643.0,3.7,95091.71
DEA2,2018,30.5,5.2,39800.0,32030.01,4.3,2944.8,611.8,1973411.0,3.6,100045.07
DEA2,2019,30.9,5.0,39400.0,32253.53,3.3,2936.8,613.4,2084845.0,3.4,104866.71
DEA3,2014,22.7,2.0,27800.0,13923.14,4.5,1690.8,372.6,250265.0,4.9,40687.93
DEA3,2015,24.1,2.2,28200.0,14078.19,15.0,1692.6,375.5,254941.0,4.4,42110.15
DEA3,2016,24.5,2.4,29000.0,14605.84,3.4,1712.6,379.1,259706.0,4.3,43660.41
DEA3,2017,23.8,2.6,30200.0,15977.74,2.3,1721.3,379.6,293597.0,3.9,45307.18
DEA3,2018,24.4,2.8,30900.0,17247.64,2.6,1725.9,379.9,293524.0,3.6,47609.17
DEA3,2019,25.7,2.4,31500.0,17239.8,2.1,1727.6,380.1,284299.0,3.4,49510.36
DEA4,2014,21.7,3.5,32200.0,12486.85,4.2,1313.7,310.7,215016.0,5.0,36132.36
DEA4,2015,22.0,3.2,32300.0,12045.42,15.7,1325.2,313.3,211483.0,4.7,37344.44
DEA4,2016,23.0,2.9,33200.0,12956.19,-0.7,1348.2,316.4,224982.0,4.1,38679.12
DEA4,2017,22.8,3.2,34100.0,13558.64,1.5,1324.7,316.1,250615.0,3.9,40251.44
DEA4,2018,23.5,3.2,35200.0,14500.8,2.2,1322.1,316.2,238219.0,3.2,42183.18
DEA4,2019,24.0,3.3,35800.0,13992.63,1.7,1302.7,316.3,246629.0,3.0,44086.43
DEA5,2014,20.9,2.8,29500.0,16544.86,5.2,2309.4,443.7,709918.0,5.7,61821.56
DEA5,2015,22.0,2.7,29700.0,17104.15,14.9,2306.4,446.5,715686.0,5.7,63470.21
DEA5,2016,22.7,2.9,30200.0,17885.69,0.0,2354.6,450.4,766855.0,5.0,65317.45
DEA5,2017,22.4,3.0,31300.0,18703.49,2.2,2333.3,449.5,801180.0,4.6,67503.92
DEA5,2018,22.7,2.6,32400.0,20600.78,3.1,2314.3,449.3,771322.0,4.0,70844.63
DEA5,2019,23.1,2.9,32600.0,21743.04,2.6,2318.9,449.1,784328.0,3.9,73733.14
DEB1,2014,21.9,2.5,27900.0,8662.99,5.8,946.9,182.8,780179.0,4.0,22501.08
DEB1,2015,22.2,2.4,28400.0,8722.55,11.4,956.5,183.6,805808.0,3.4,23357.78
DEB1,2016,23.2,2.8,28900.0,8888.6,5.8,965.6,185.8,763117.0,3.4,24346.56
DEB1,2017,24.3,2.5,30200.0,9955.18,4.1,964.7,186.1,770121.0,3.1,25369.92
DEB1,2018,25.5,2.8,30900.0,10822.44,5.4,944.6,186.4,752496.0,2.7,26256.11
DEB1,2019,26.4,2.9,31400.0,11002.91,4.9,949.9,186.7,739578.0,2.2,27446.78
DEB2,2014,25.7,2.2,25900.0,3645.56,7.7,341.5,105.7,633476.0,3.0,7471.58
DEB2,2015,25.2,2.2,26300.0,3531.86,23.4,346.9,107.0,624416.0,2.9,7770.75
DEB2,2016,26.1,2.2,27000.0,3449.13,-5.6,353.2,108.3,633793.0,2.7,8072.6
DEB2,2017,27.5,2.2,27500.0,3808.17,3.9,351.9,107.9,637939.0,2.0,8341.79
DEB2,2018,28.4,2.2,28200.0,4688.58,5.5,350.0,108.2,658041.0,2.5,8591.54
DEB2,2019,29.4,2.2,28400.0,4375.48,6.3,345.2,108.5,654191.0,2.0,8901.46
DEB3,2014,26.7,4.4,32000.0,14941.75,7.7,1323.0,292.9,428857.0,3.9,34976.85
DEB3,2015,27.8,4.2,33000.0,15519.79,11.8,1319.9,295.1,441171.0,4.1,36108.76
DEB3,2016,27.7,4.0,33600.0,15654.84,7.8,1343.6,300.0,452147.0,4.1,36894.14
DEB3,2017,27.1,4.6,34000.0,15697.26,4.6,1348.9,301.4,465351.0,3.8,37918.14
DEB3,2018,28.5,4.7,34500.0,17234.33,5.3,1336.3,302.4,502178.0,3.5,39573.14
DEB3,2019,30.1,4.5,34500.0,17075.91,4.3,1343.5,303.2,521436.0,3.3,41254.78
DEC0,2014,19.9,2.8,31300.0,5863.53,3.6,634.5,385.0,159189.0,5.8,17775.88
DEC0,2015,19.7,3.0,31700.0,6150.84,12.6,632.0,386.0,166899.5,5.6,18156.17
DEC0,2016,23.0,3.0,31700.0,5946.86,5.8,652.3,388.4,161825.0,4.8,18622.05
DEC0,2017,23.0,2.6,32700.0,5849.47,2.5,643.2,388.1,166899.5,4.5,19178.58
DEC0,2018,24.5,2.7,33300.0,6305.6,2.1,633.9,386.9,171974.0,3.6,19902.84
DEC0,2019,25.0,2.8,32800.0,6848.77,1.9,626.4,385.5,187071.0,3.7,20368.37
DED2,2014,31.0,4.3,25300.0,9364.34,3.8,985.6,200.4,496928.0,7.4,22983.96
DED2,2015,31.1,4.9,26300.0,9325.99,9.9,988.0,201.1,526987.0,6.2,24084.37
DED2,2016,31.4,4.9,26900.0,10525.47,1.2,964.5,206.1,525020.0,4.9,25003.52
DED2,2017,31.5,4.8,27900.0,10269.36,2.5,966.2,205.9,569931.0,4.3,26130.2
DED2,2018,32.2,4.9,28900.0,10991.75,3.9,954.4,205.7,593687.0,4.0,27486.5
DED2,2019,31.5,4.6,29600.0,11680.44,3.2,961.7,205.6,603100.0,3.5,28975.69
DED4,2014,24.8,2.6,23400.0,7655.21,2.4,894.4,224.6,94243.0,6.3,19152.67
DED4,2015,25.8,2.4,23900.0,7114.04,8.4,884.6,224.3,93196.0,5.4,19995.94
DED4,2016,23.9,2.1,24700.0,7931.31,-1.5,892.3,224.3,91684.0,4.4,20750.72
DED4,2017,24.2,2.4,25700.0,7443.97,0.6,876.0,222.7,99360.0,4.1,21483.75
DED4,2018,24.7,2.5,26300.0,7808.44,1.9,845.3,221.3,99808.0,3.4,22244.81
DED4,2019,25.3,2.6,26800.0,9119.8,0.8,834.5,219.9,100670.0,3.7,23265.46
DED5,2014,30.0,4.2,27500.0,5861.62,14.7,643.8,249.6,234752.0,8.3,15193.62
DED5,2015,30.7,4.6,27700.0,5536.74,19.3,649.1,253.4,247931.0,7.7,16054.57
DED5,2016,31.3,4.0,28400.0,6393.84,12.2,664.4,262.2,257004.0,6.0,16938.24
DED5,2017,32.3,4.2,29500.0,6594.7,12.2,645.2,264.9,299152.0,5.1,17779.76
DED5,2018,32.9,4.5,30100.0,6883.24,7.8,651.5,266.9,314183.0,4.7,18689.64
DED5,2019,34.3,4.6,31100.0,7481.75,7.9,653.1,268.4,307245.0,4.7,19781.65
DEE0,2014,23.7,2.2,23400.0,10312.19,2.1,1406.4,109.5,231833.0,8.8,28682.98
DEE0,2015,23.4,2.1,23700.0,10828.84,11.1,1388.3,109.5,260516.0,8.0,29708.73
DEE0,2016,22.9,2.3,24300.0,11209.95,1.8,1393.6,110.7,260882.0,7.4,30683.87
DEE0,2017,22.2,2.3,25200.0,11460.14,0.8,1368.6,110.1,286904.0,6.9,31824.16
DEE0,2018,21.5,2.3,25800.0,11593.5,0.6,1334.0,109.4,270874.0,5.3,32938.86
DEE0,2019,23.1,2.4,26600.0,12881.37,1.0,1326.6,108.7,270872.0,4.6,34148.89
DEF0,2014,23.4,3.3,27400.0,17802.64,8.4,1768.1,178.7,843680.0,4.6,40461.56
DEF0,2015,23.8,3.3,27500.0,17437.54,13.3,1770.1,180.0,920275.0,4.2,41926.87
DEF0,2016,24.1,3.0,28100.0,20294.0,11.0,1813.1,186.3,916527.0,4.0,43632.38
DEF0,2017,24.2,3.0,29600.0,19882.48,6.0,1821.0,187.3,953191.0,3.6,45586.77
DEF0,2018,24.4,3.0,30300.0,20245.48,6.1,1831.8,187.8,965168.0,3.1,48038.77
DEF0,2019,24.7,3.3,31100.0,22559.34,6.0,1823.6,188.2,1000248.0,2.9,50372.56
DEG0,2014,27.0,3.5,24300.0,11257.66,2.3,1365.9,133.3,258675.0,6.0,29414.2
DEG0,2015,26.4,3.5,24500.0,10994.64,11.5,1355.0,133.6,244551.0,5.8,30587.47
DEG0,2016,26.9,3.5,25200.0,12338.18,-1.3,1357.9,134.1,254283.0,5.1,31584.75
DEG0,2017,26.8,3.5,26200.0,11654.12,2.0,1337.2,133.5,279094.0,4.4,32979.98
DEG0,2018,28.3,3.6,26700.0,12478.18,2.0,1314.5,133.0,258675.0,4.1,34147.92
DEG0,2019,28.3,3.5,27100.0,12970.45,1.3,1302.1,132.4,262218.0,3.7,35270.6
DK01,2014,47.5,9.5,43700.0,19436.74,7.3,1166.9,687.6,1499050.0,7.5,54574.77
DK01,2015,47.8,9.7,45900.0,20814.08,8.6,1184.7,695.1,1595901.0,6.8,56683.07
DK01,2016,49.4,9.4,46400.0,24135.15,6.2,1199.6,738.5,1696966.0,6.2,58712.59
DK01,2017,49.9,8.6,49200.0,26801.15,4.6,1206.8,745.4,1791156.0,6.2,60854.19
DK01,2018,51.1,8.7,50600.0,29864.49,3.4,1195.2,751.2,1938431.0,5.4,62717.76
DK01,2019,52.7,9.3,50900.0,27691.83,1.8,1206.4,756.0,1966431.0,5.1,64949.84
DK02,2014,28.8,5.9,23100.0,4268.26,6.8,502.0,113.3,109622.0,6.6,13949.27
DK02,2015,29.3,5.4,24600.0,5040.42,10.6,498.8,114.1,101988.0,6.0,14294.72
DK02,2016,29.1,5.5,24600.0,5424.84,7.9,507.3,117.3,113901.0,6.2,14613.98
DK02,2017,31.1,4.8,26000.0,5644.48,5.2,510.7,117.8,122399.0,5.6,15028.9
DK02,2018,30.8,4.6,26800.0,5667.36,4.4,509.3,118.1,118983.0,5.2,15345.89
DK02,2019,30.3,4.6,27500.0,5914.73,3.1,509.2,118.3,123659.0,4.9,15888.35
DK03,2014,29.3,2.2,31200.0,9429.36,3.1,760.8,98.2,420372.0,7.0,26144.1
DK03,2015,30.1,2.7,31900.0,10262.91,5.3,755.3,98.6,458323.0,6.2,26760.43
DK03,2016,30.3,2.5,32600.0,11228.85,4.4,758.5,101.3,480522.0,6.1,27701.88
DK03,2017,32.5,2.4,33800.0,11113.52,3.0,765.9,101.7,474478.0,6.1,28463.42
DK03,2018,32.5,2.3,34500.0,11281.19,2.7,771.5,101.9,487078.0,4.9,29224.76
DK03,2019,33.1,2.3,35300.0,12079.53,0.3,761.4,102.0,507574.0,4.8,30276.58
DK04,2014,33.1,3.8,30600.0,11154.69,2.3,824.7,98.4,193689.0,6.3,28959.19
DK04,2015,34.2,4.0,30900.0,11744.67,6.3,828.1,99.0,212724.0,5.7,29737.49
DK04,2016,36.2,3.9,33100.0,12137.35,5.9,828.8,101.7,210864.0,5.4,30726.78
DK04,2017,37.0,3.8,34700.0,13643.02,4.8,832.9,102.5,223948.0,5.4,32050.92
DK04,2018,37.7,4.0,35400.0,12870.04,3.4,846.5,103.2,227276.0,4.7,33118.53
DK04,2019,39.4,4.4,36400.0,13412.49,2.2,852.5,103.7,218337.0,4.9,34149.69
DK05,2014,27.0,3.5,28700.0,5390.75,3.3,371.9,73.8,242714.0,6.9,12243.25
DK05,2015,28.9,2.9,29700.0,5149.42,5.7,376.5,74.1,262002.0,6.4,12475.36
DK05,2016,30.8,2.8,30400.0,5846.18,3.4,375.1,76.0,265398.0,6.0,12954.12
DK05,2017,31.5,2.5,32200.0,5069.1,2.9,367.7,76.2,259612.0,5.6,13285.43
DK05,2018,32.1,3.1,32600.0,5499.11,1.7,372.8,76.4,259682.0,5.5,13653.6
DK05,2019,31.6,2.7,32900.0,6045.32,0.7,374.9,76.4,270407.0,5.8,13948.38
EA20,2014,28.5,3.9,26624.823943661973,10958.438373333323,2.870906282183317,221486.5,444.5255406797111,1450575.0526036131,11.7,25124.92172086722
EA20,2015,29.2,3.9,26624.823943661973,10958.438373333323,2.870906282183317,221243.7,444.5255406797111,1450575.0526036131,10.9,25124.92172086722
EA20,2016,29.8,3.9,26624.823943661973,10958.438373333323,2.870906282183317,221681.9,444.5255406797111,1450575.0526036131,10.1,25124.92172086722
EA20,2017,30.5,3.9,26624.823943661973,10958.438373333323,2.870906282183317,221335.1,444.5255406797111,1450575.0526036131,9.1,25124.92172086722
EA20,2018,31.4,4.0,26624.823943661973,10958.438373333323,2.870906282183317,220909.7,444.5255406797111,1450575.0526036131,8.2,25124.92172086722
EA20,2019,32.3,4.1,26624.823943661973,10958.438373333323,2.870906282183317,220919.9,444.5255406797111,1450575.0526036131,7.5,25124.92172086722
EE00,2014,37.6,4.5,20700.0,5161.2,-0.5,861.7,30.3,1983315.0,7.4,9168.9
EE00,2015,36.7,4.8,21000.0,5053.5,1.8,848.4,30.3,1929164.0,6.4,9761.1
EE00,2016,37.7,5.3,21700.0,5313.1,0.8,845.3,30.3,2056526.0,6.9,10379.7
EE00,2017,38.4,5.2,23300.0,6177.3,4.0,838.6,30.3,2156147.0,5.8,11317.7
EE00,2018,39.1,5.3,24700.0,7026.3,5.3,836.4,30.4,2140535.0,5.4,12464.5
EE00,2019,39.5,5.6,25800.0,7055.5,4.1,836.8,30.5,2253429.0,4.5,13511.1
EL30,2014,36.3,4.9,25800.0,6068.84,-9.7,2624.2,1007.7,2556291.0,27.3,29366.7
EL30,2015,37.0,4.7,26000.0,5876.54,-9.2,2586.7,999.0,2732229.0,25.2,28942.38
