geo,time,education,emp_high_tech,gdp,inv,migration,pop,pop_dens,tourists,unemp,wages
EL30,2016,38.0,5.0,25900.0,6398.39,-0.6,2550.4,992.5,2651788.0,23.0,29388.4
EL30,2017,38.4,5.0,26800.0,6846.01,-2.2,2514.4,989.2,3017398.0,21.6,30007.9
EL30,2018,39.3,5.6,27400.0,7240.72,-1.6,2482.7,989.8,3552699.0,19.9,31057.64
EL30,2019,40.2,5.7,28200.0,7006.0,2.0,2459.5,987.5,3594311.0,16.9,31922.87
EL41,2014,25.3,3.460929250263992,15100.0,426.85,-0.9,123.9,51.4,306347.0,22.3,988.39
EL41,2015,22.9,3.460929250263992,14900.0,486.06,-1.0,124.2,51.6,364345.0,18.0,953.64
EL41,2016,25.6,3.460929250263992,14300.0,388.13,38.4,120.8,52.4,273175.0,18.3,958.42
EL41,2017,24.2,3.460929250263992,14000.0,468.41,39.2,118.8,54.3,322024.0,22.5,964.08
EL41,2018,24.5,3.460929250263992,13700.0,389.94,48.3,120.4,56.9,354588.0,22.3,986.77
EL41,2019,26.9,3.460929250263992,13600.0,386.17,39.5,119.5,59.3,369551.0,17.6,1025.47
EL42,2014,17.8,3.460929250263992,21600.0,758.72,-1.2,222.6,63.1,3365204.0,20.1,2185.92
EL42,2015,19.1,3.460929250263992,21500.0,795.1,-1.2,223.7,63.3,3630042.0,14.9,2187.9
EL42,2016,17.4,3.460929250263992,20500.0,718.27,8.9,219.0,63.7,3819334.0,17.4,2202.75
EL42,2017,20.4,3.460929250263992,20800.0,777.75,6.0,216.4,64.3,4312912.0,16.0,2213.53
EL42,2018,20.8,3.460929250263992,21500.0,752.52,7.5,216.1,65.5,6097287.0,16.9,2309.15
EL42,2019,22.2,3.460929250263992,22000.0,912.13,8.8,214.1,66.1,6534569.0,13.7,2408.02
EL43,2014,22.0,1.6,16400.0,1428.84,0.1,398.8,75.7,3618369.0,24.0,3158.42
EL43,2015,24.1,1.4,16500.0,1377.77,0.1,398.7,75.8,3747062.0,24.2,3125.63
EL43,2016,26.8,1.0,16100.0,1324.62,0.3,401.9,75.9,4179085.0,22.6,3187.46
EL43,2017,27.9,0.9,16600.0,1493.07,1.5,404.2,76.0,4535498.0,17.7,3246.53
EL43,2018,26.6,1.3,17100.0,1397.88,1.8,404.0,76.4,5696787.0,13.4,3355.49
EL43,2019,26.3,1.2,17400.0,1400.23,2.7,400.3,76.5,5600054.0,11.7,3448.94
EL51,2014,20.5,0.8,13200.0,1035.28,0.7,381.2,42.8,359056.0,24.2,2645.75
EL51,2015,22.6,0.8,13200.0,1083.33,0.8,382.2,43.1,415502.0,23.4,2568.48
EL51,2016,24.6,0.9,13300.0,1047.97,1.1,377.6,42.9,415761.0,22.8,2630.41
EL51,2017,25.0,1.0,13500.0,1145.29,2.4,374.9,42.8,466635.0,19.5,2628.51
EL51,2018,25.1,0.6,13800.0,979.28,2.6,372.7,42.9,518847.0,15.9,2690.49
EL51,2019,23.8,1.0,14000.0,998.1,3.8,369.5,42.8,546206.0,16.2,2739.97
EL52,2014,27.3,1.6,14500.0,2763.76,-2.7,1203.4,99.1,2012797.0,28.7,8679.24
EL52,2015,29.1,1.5,14900.0,2658.02,-2.7,1195.5,100.0,2217886.0,26.0,8751.97
EL52,2016,31.3,1.9,14900.0,2868.15,1.0,1198.0,99.6,2111953.0,24.5,9071.38
EL52,2017,31.1,2.4,15300.0,2974.0,1.6,1196.5,99.4,2305330.0,22.9,9145.71
EL52,2018,31.7,2.2,15800.0,2756.17,2.6,1190.1,101.3,2769721.0,20.7,9480.37
EL52,2019,31.4,2.8,16000.0,2695.08,3.5,1180.1,101.2,2882660.0,19.6,9721.52
EL53,2014,22.3,3.460929250263992,20900.0,950.5,-4.6,175.7,29.3,20837.0,27.6,1565.27
EL53,2015,21.9,3.460929250263992,20200.0,942.83,-4.7,175.0,29.7,18954.0,30.7,1499.42
EL53,2016,21.8,3.460929250263992,18700.0,933.38,-4.2,173.3,29.5,16653.0,31.3,1418.79
EL53,2017,24.5,3.460929250263992,19000.0,870.82,-3.2,171.8,29.2,21639.0,29.1,1407.87
EL53,2018,26.0,3.460929250263992,18600.0,736.69,-2.9,169.9,29.1,26351.0,27.0,1397.51
EL53,2019,27.1,3.460929250263992,17600.0,727.38,-2.4,168.6,28.8,27622.0,24.5,1309.79
EL54,2014,24.6,3.460929250263992,13700.0,593.27,-2.1,210.8,37.1,189620.0,26.8,1442.21
EL54,2015,25.8,3.460929250263992,13700.0,544.68,-2.2,209.1,37.2,204461.0,24.5,1402.1
EL54,2016,28.2,3.460929250263992,13700.0,561.87,-0.4,206.9,37.0,227897.0,24.3,1438.69
EL54,2017,30.0,3.460929250263992,13800.0,644.03,2.5,204.8,36.9,296675.0,24.8,1451.18
EL54,2018,33.8,3.460929250263992,14100.0,602.65,3.3,202.3,36.8,405850.0,20.1,1485.67
EL54,2019,31.8,3.460929250263992,14500.0,578.38,4.5,200.6,36.8,470787.0,16.4,1526.41
EL61,2014,26.3,0.65,14200.0,1189.75,-2.0,454.6,52.4,410979.0,25.4,3298.78
EL61,2015,26.1,0.8,14500.0,1308.19,-2.1,451.6,52.2,445288.0,26.9,3239.62
EL61,2016,25.6,0.65,14300.0,1175.17,-0.8,450.5,52.0,395905.0,25.5,3313.83
EL61,2017,28.6,0.65,14700.0,1338.78,-0.6,448.7,51.7,501635.0,20.6,3335.72
EL61,2018,32.1,0.5,15100.0,1274.54,-0.3,445.2,51.7,657009.0,18.3,3424.08
EL61,2019,31.8,0.65,15700.0,1197.29,0.5,441.5,51.4,702668.0,18.5,3574.89
EL62,2014,17.7,3.460929250263992,17800.0,344.34,0.0,128.9,89.9,1559990.0,21.4,1082.2
EL62,2015,19.5,3.460929250263992,17600.0,392.42,-0.1,128.5,89.9,1734203.0,19.0,1064.61
EL62,2016,20.8,3.460929250263992,17400.0,385.19,0.2,127.5,89.5,1846799.0,16.0,1102.99
EL62,2017,20.1,3.460929250263992,17800.0,467.52,0.4,126.7,89.2,2088023.0,19.6,1096.26
EL62,2018,22.8,3.460929250263992,18500.0,495.9,0.5,125.6,89.7,2612779.0,15.9,1142.83
EL62,2019,24.6,3.460929250263992,19300.0,412.75,1.1,124.6,89.4,2642305.0,12.3,1191.72
EL63,2014,22.6,1.3,14000.0,1144.25,-3.9,431.0,59.6,215705.0,28.7,2853.83
EL63,2015,22.9,0.9,14100.0,1041.59,-4.0,427.0,60.6,290807.0,28.5,2781.66
EL63,2016,22.7,1.1,13900.0,966.03,-3.3,428.8,60.2,223357.0,29.8,2798.37
EL63,2017,23.8,1.0,14100.0,1119.14,-2.8,428.5,59.8,264940.0,26.3,2793.94
EL63,2018,21.9,1.0,14500.0,1003.89,-2.6,425.0,59.6,335281.0,24.1,2880.94
EL63,2019,20.6,1.5,14900.0,1026.21,-1.7,421.3,59.2,346092.0,24.1,2962.35
EL64,2014,17.9,0.9,16700.0,1443.69,1.3,346.0,35.9,193918.0,26.8,2697.54
EL64,2015,19.0,0.9,17000.0,1298.45,1.3,346.1,36.1,219577.0,25.8,2681.26
EL64,2016,21.1,0.9,17300.0,1371.42,4.1,344.8,36.0,218664.0,25.0,2825.12
EL64,2017,23.3,0.8,17900.0,1501.95,4.9,344.1,36.0,281569.0,20.8,2881.97
EL64,2018,23.6,1.0,18200.0,1339.99,5.7,343.2,36.0,406743.0,18.9,2967.34
EL64,2019,23.2,0.9,18600.0,1219.1,6.4,340.3,36.1,428216.0,17.2,3052.62
EL65,2014,19.3,0.9,15700.0,1054.16,1.3,339.4,37.7,450129.0,23.4,2576.58
EL65,2015,20.8,0.8,16200.0,1190.02,1.4,339.0,37.6,481353.0,22.3,2571.63
EL65,2016,21.4,0.8,16100.0,1069.98,1.4,337.3,37.5,535625.0,19.2,2655.31
EL65,2017,23.0,0.8,16700.0,1208.61,1.7,335.9,37.3,654419.0,16.8,2680.22
EL65,2018,23.8,0.8,16800.0,1046.48,1.6,333.5,37.2,886951.0,14.4,2721.76
EL65,2019,23.8,0.8,17500.0,1036.33,2.3,330.8,37.1,893457.0,12.0,2816.06
ES11,2014,33.4,2.4,21400.0,8876.2,-0.8,1755.6,93.4,1081595.0,21.7,23322.9
ES11,2015,35.2,2.4,22500.0,8976.2,-0.8,1738.9,92.9,1278216.0,19.3,24269.8
ES11,2016,35.7,2.7,23200.0,9387.9,1.0,1721.9,92.4,1384410.0,17.2,24743.2
ES11,2017,36.5,2.7,24300.0,10936.2,2.4,1706.4,92.1,1461857.0,15.7,25571.3
ES11,2018,36.9,2.9,24800.0,11419.5,4.9,1699.4,92.0,1303619.0,13.3,26560.0
ES11,2019,37.9,3.1,25600.0,12238.2,6.6,1692.7,92.0,1437439.0,11.8,28055.2
ES12,2014,38.7,2.4,21200.0,3143.9,-2.7,685.8,99.8,285972.0,21.1,9461.4
ES12,2015,39.6,2.3,22200.0,3335.9,-1.8,678.8,99.0,317193.0,19.1,9688.4
ES12,2016,40.7,2.8,22600.0,3562.4,0.2,666.6,98.2,362632.0,17.6,9770.9
ES12,2017,41.6,3.1,23900.0,3420.5,0.4,658.4,97.6,376021.0,13.7,10132.2
ES12,2018,43.1,3.5,24300.0,3632.6,2.0,649.7,97.0,400253.0,13.6,10473.2
ES12,2019,43.3,3.7,25000.0,3734.8,4.3,642.1,96.6,414352.0,14.2,10947.0
ES13,2014,37.4,2.8,22300.0,1685.6,-1.7,389.4,111.4,285818.0,19.4,5326.5
ES13,2015,38.1,3.1,22900.0,1985.2,-2.0,384.4,110.9,307226.0,17.6,5474.3
ES13,2016,39.1,3.0,23700.0,1832.6,1.2,379.3,110.5,341073.0,14.9,5608.9
ES13,2017,40.4,3.4,24800.0,1735.3,2.8,376.5,110.4,363942.0,13.6,5769.2
ES13,2018,40.6,2.6,25400.0,2057.4,4.5,376.5,110.4,405246.0,10.7,6037.8
ES13,2019,42.0,2.1,26200.0,2341.0,5.5,375.9,110.5,421968.0,10.3,6409.1
ES21,2014,47.0,3.6,31300.0,11876.6,-0.6,1391.0,299.6,1063093.0,16.3,29152.0
ES21,2015,47.8,3.6,32500.0,10971.1,0.8,1382.2,301.3,1180754.0,14.8,30126.9
ES21,2016,48.6,3.6,33500.0,9106.4,2.9,1374.7,301.2,1323128.0,12.6,30876.9
ES21,2017,49.7,3.8,35000.0,11659.7,3.7,1374.3,301.7,1439150.0,11.3,31989.2
ES21,2018,49.6,3.7,35500.0,12117.4,5.8,1373.3,302.4,1514679.0,10.0,32975.0
ES21,2019,50.8,3.9,36500.0,11305.6,8.0,1379.3,303.7,1606251.0,9.2,34714.8
ES22,2014,42.7,2.6,29800.0,3014.9,-1.1,413.4,61.5,307598.0,15.7,7962.7
ES22,2015,42.3,2.4,30900.0,3418.7,1.2,412.1,61.6,343219.0,13.8,8174.0
ES22,2016,44.5,2.1,31700.0,3821.5,4.2,411.2,61.7,368523.0,12.5,8462.2
ES22,2017,45.5,1.8,33200.0,3922.5,5.6,413.0,62.1,378094.0,10.2,8795.9
ES22,2018,45.4,2.5,33300.0,4084.9,10.0,416.7,62.5,363085.0,10.0,9169.5
ES22,2019,47.1,3.1,34400.0,4260.7,10.3,420.4,63.1,363036.0,8.2,9666.4
ES23,2014,36.9,2.0,26500.0,2504.4,-5.1,203.1,62.4,119420.0,18.2,3091.3
ES23,2015,39.3,1.6,27500.0,1779.9,-1.3,202.0,62.2,131416.0,15.4,3176.3
ES23,2016,37.4,1.9,27700.0,2123.6,0.4,201.2,62.2,141881.0,13.5,3255.8
ES23,2017,37.9,1.4,28900.0,2281.2,2.4,200.1,62.2,137473.0,12.0,3341.3
ES23,2018,38.7,1.5,29500.0,2504.1,5.0,201.1,62.3,143719.0,10.4,3486.5
ES23,2019,38.3,1.2,30200.0,2572.4,9.8,202.7,62.6,158537.0,10.0,3671.4
ES24,2014,35.7,3.0,26300.0,6405.4,-2.1,855.1,28.0,581800.0,20.2,14220.1
ES24,2015,35.6,3.1,26900.0,6489.6,-3.7,852.8,27.9,635761.0,16.3,14621.7
ES24,2016,36.3,3.0,28100.0,7138.3,0.0,841.8,27.8,716901.0,14.7,14948.0
ES24,2017,36.6,2.4,29500.0,7288.2,0.6,839.1,27.7,786155.0,11.6,15611.0
ES24,2018,38.4,2.7,30100.0,8958.7,8.8,838.5,27.7,813611.0,10.6,16267.1
ES24,2019,39.3,2.8,30900.0,9611.9,10.4,845.9,27.9,857108.0,10.0,17114.1
ES30,2014,47.2,8.2,33000.0,37091.9,-2.4,4268.7,801.0,4653016.0,18.7,98825.4
ES30,2015,46.9,8.7,34500.0,41307.2,3.3,4260.4,803.9,5197588.0,17.1,102929.9
ES30,2016,46.6,8.5,35600.0,44452.9,5.4,4283.7,809.2,5536797.0,15.7,105147.9
ES30,2017,47.0,8.7,37300.0,46674.6,9.1,4306.2,817.0,6082950.0,13.3,108623.1
ES30,2018,47.2,7.9,37700.0,52787.6,12.3,4368.1,827.3,6227562.0,12.2,112562.8
ES30,2019,49.1,8.0,39000.0,57064.0,14.5,4442.1,839.7,6585928.0,10.6,120593.8
ES41,2014,34.5,2.0,22500.0,9261.3,-3.1,1573.6,26.5,1094300.0,20.8,22196.5
ES41,2015,34.7,2.0,23400.0,10888.4,-4.7,1561.7,26.3,1198080.0,18.3,22997.0
ES41,2016,34.3,1.8,24200.0,11041.1,-2.8,1537.8,26.1,1299435.0,15.8,23300.9
ES41,2017,35.3,1.9,25200.0,11522.4,-1.6,1518.0,25.9,1379135.0,14.1,24147.3
ES41,2018,36.2,2.1,26100.0,11950.2,1.4,1502.4,25.7,1388113.0,12.1,24972.6
ES41,2019,38.4,2.4,26800.0,11771.4,3.3,1494.2,25.6,1427840.0,11.6,26466.0
ES42,2014,27.2,2.4,18500.0,6501.3,-6.0,1364.7,26.2,354340.0,29.0,15156.9
ES42,2015,27.5,2.2,19600.0,7238.1,-5.9,1355.4,26.0,365784.0,26.3,15661.1
ES42,2016,27.4,2.7,20300.0,8145.3,-3.2,1345.7,25.8,396013.0,23.5,15962.6
ES42,2017,27.6,2.3,21400.0,8146.7,-2.5,1339.5,25.7,444410.0,20.8,16628.5
ES42,2018,28.4,2.3,21900.0,8577.1,3.0,1337.1,25.7,467364.0,18.2,17280.4
ES42,2019,30.0,2.4,22400.0,8672.6,7.3,1344.6,25.8,493828.0,16.2,18277.5
ES43,2014,26.8,1.5,16900.0,3117.0,-2.9,719.4,26.8,220814.0,29.8,7412.6
ES43,2015,26.5,1.1,17800.0,3656.7,-3.7,716.5,26.7,251381.0,29.1,7682.2
ES43,2016,25.1,1.2,18500.0,3978.3,-4.6,713.9,26.4,250981.0,27.5,7874.6
ES43,2017,26.5,1.4,19800.0,3857.5,-3.7,705.8,26.2,283351.0,26.2,8098.8
ES43,2018,26.5,1.4,20200.0,4133.8,-1.3,699.5,26.1,313135.0,23.6,8446.1
ES43,2019,26.8,1.5,20700.0,4284.7,0.2,695.3,26.0,348020.0,21.5,8969.0
ES51,2014,37.0,4.9,28600.0,34662.2,-4.0,4855.6,232.0,12141018.0,20.3,89990.4
ES51,2015,37.5,4.9,29900.0,36385.8,0.8,4833.8,231.9,12625720.0,18.6,94322.3
ES51,2016,38.6,4.5,31000.0,36271.5,3.7,4826.2,232.3,13629321.0,15.7,96741.6
ES51,2017,39.3,4.9,32400.0,38755.1,6.3,4853.2,233.5,14427830.0,13.4,100596.6
ES51,2018,40.8,4.8,32700.0,40548.9,10.7,4902.6,235.5,14725557.0,11.5,105256.9
ES51,2019,42.4,4.6,33700.0,47280.3,11.7,4960.0,238.1,15559995.0,11.0,111579.5
ES52,2014,32.0,2.4,21100.0,14962.7,-4.0,3269.6,213.8,3606507.0,25.8,42067.8
ES52,2015,32.5,2.2,22000.0,16065.0,-1.3,3255.7,213.3,3844629.0,22.8,43885.8
ES52,2016,32.9,2.0,22600.0,16536.7,0.7,3231.3,213.3,4409110.0,20.6,44888.1
ES52,2017,33.3,2.0,23800.0,18825.1,3.1,3234.1,213.6,4852430.0,18.2,47266.4
ES52,2018,35.7,2.2,24200.0,19441.1,7.3,3243.9,214.4,5045815.0,15.6,49535.0
ES52,2019,36.9,2.6,24900.0,20004.0,12.2,3266.9,216.2,5182117.0,14.1,52689.0
ES53,2014,27.9,1.6,25900.0,4894.7,5.6,777.3,224.8,8775704.0,20.0,11414.0
ES53,2015,27.2,1.6,27100.0,5142.6,7.3,780.5,226.8,8980857.0,17.3,12043.3
ES53,2016,29.2,1.3,28200.0,5050.4,11.2,784.7,229.9,10178622.0,13.9,12505.7
ES53,2017,31.2,1.4,29500.0,6158.8,12.1,790.5,233.0,10414915.0,12.4,13126.8
ES53,2018,29.7,2.0,29900.0,7559.6,16.3,813.6,236.8,10541696.0,11.5,13885.1
ES53,2019,31.9,1.9,30500.0,7632.0,17.4,830.7,241.2,10703104.0,11.7,14663.3
ES61,2014,27.6,2.0,17800.0,25456.0,-0.6,5640.2,96.8,7831495.0,34.8,61679.6
ES61,2015,28.3,2.0,18700.0,25261.5,-0.5,5630.8,96.9,8689393.0,31.5,64273.7
ES61,2016,29.1,2.1,19100.0,24253.1,-0.6,5622.1,96.9,9767081.0,28.9,65391.5
ES61,2017,29.6,2.5,20100.0,27761.5,-0.3,5613.8,96.9,10661048.0,25.5,68050.0
ES61,2018,30.3,2.2,20500.0,28559.0,2.3,5610.0,97.0,10752654.0,23.0,71345.4
ES61,2019,31.2,2.2,21000.0,29649.9,6.1,5640.6,97.4,11237875.0,21.2,75934.8
ES62,2014,27.1,1.6,19800.0,4415.0,-2.7,980.4,129.5,288569.0,26.6,12136.2
ES62,2015,27.9,1.5,21100.0,5191.1,-1.4,980.4,129.7,304661.0,24.6,12679.5
ES62,2016,28.4,1.3,21600.0,6287.4,1.3,980.3,130.0,345753.0,19.8,13052.2
ES62,2017,29.9,1.7,22600.0,5529.6,-0.7,981.3,130.4,369882.0,18.0,13773.7
ES62,2018,31.2,1.6,22600.0,6997.6,5.9,988.5,131.1,386760.0,16.8,14351.2
ES62,2019,31.5,1.6,23300.0,7932.8,9.7,1000.6,132.4,393518.0,14.7,15123.5
ES63,2014,22.5,3.460929250263992,19800.0,314.1,-8.0,57.9,4457.0,24130.0,31.9,867.4
ES63,2015,28.1,3.460929250263992,20500.0,267.6,-7.5,57.6,4456.4,27865.0,27.6,896.8
ES63,2016,28.2,3.460929250263992,20900.0,221.7,-2.0,56.9,4242.2,24939.0,24.9,919.9
ES63,2017,25.2,3.460929250263992,21300.0,240.8,-3.6,55.8,4256.1,28802.0,22.4,923.2
ES63,2018,26.5,3.460929250263992,21800.0,252.6,-9.6,54.9,4251.0,28075.0,29.0,960.5
ES63,2019,22.1,3.460929250263992,22600.0,278.9,-12.4,55.8,4222.9,30071.0,25.8,1010.4
ES64,2014,28.8,3.460929250263992,18100.0,236.5,-5.2,53.1,6478.5,14682.0,28.4,788.7
ES64,2015,28.0,3.460929250263992,18700.0,241.8,-9.4,54.8,6512.8,16820.0,34.0,821.1
ES64,2016,26.9,3.460929250263992,19200.0,233.9,-9.3,54.9,6061.1,17604.0,30.8,837.9
ES64,2017,28.6,3.460929250263992,19500.0,251.0,-12.8,56.1,6059.1,19790.0,27.6,834.3
ES64,2018,29.9,3.460929250263992,20000.0,239.4,-10.0,56.8,6049.9,21687.0,25.8,867.3
ES64,2019,30.6,3.460929250263992,20700.0,248.7,-11.4,55.5,6041.5,22661.0,27.0,911.3
ES70,2014,27.0,1.7,20100.0,4942.1,4.4,1496.4,284.9,9627493.0,32.4,17870.6
ES70,2015,26.6,1.4,20600.0,5391.7,3.8,1502.8,286.3,9730051.0,29.1,18549.7
ES70,2016,29.4,1.4,21200.0,6476.1,8.7,1501.4,289.1,10847632.0,26.1,18905.0
ES70,2017,29.6,1.7,22300.0,7808.4,9.9,1509.3,291.8,11325809.0,23.5,19859.6
ES70,2018,30.5,1.8,22500.0,8016.7,14.3,1538.2,295.3,10928426.0,20.1,20760.0
ES70,2019,32.8,1.7,22900.0,8479.9,14.3,1563.7,299.4,10484447.0,20.5,22041.8
FI19,2014,39.2,3.9,26800.0,9959.47,1.8,855.6,23.6,215474.0,8.7,22946.71
FI19,2015,40.9,3.9,27200.0,9984.85,1.3,851.0,23.6,206211.0,9.8,22978.82
FI19,2016,41.2,3.9,27600.0,11141.27,1.9,845.2,23.7,222265.0,9.4,23144.71
FI19,2017,41.4,4.0,28800.0,11737.3,1.2,841.2,23.7,246341.0,9.3,23389.58
FI19,2018,42.2,3.8,29700.0,12340.62,1.6,837.8,23.7,246005.0,7.4,24285.28
FI19,2019,43.8,4.3,30000.0,12149.45,1.4,834.2,23.7,234951.0,6.4,24764.0
FI1B,2014,50.2,9.7,39200.0,17146.97,7.2,1066.2,175.3,1312865.0,7.3,38427.75
FI1B,2015,51.3,10.0,40500.0,18044.05,6.8,1071.8,177.2,1338728.0,8.0,39690.25
FI1B,2016,51.6,9.5,41100.0,20683.24,7.9,1078.4,179.1,1425700.0,7.4,40987.56
FI1B,2017,51.4,9.4,42700.0,21949.34,7.8,1085.9,181.0,1617519.0,7.7,41191.68
FI1B,2018,52.0,9.6,43700.0,23123.14,6.9,1094.9,182.8,1643114.0,6.9,43142.43
FI1B,2019,53.7,9.7,44700.0,25426.79,9.1,1103.6,184.7,1718401.0,6.4,45055.71
FI1C,2014,38.1,4.2,26400.0,7495.88,1.3,724.0,36.9,394021.0,9.4,18777.25
FI1C,2015,38.9,3.8,26700.0,7354.01,0.7,715.1,36.9,292853.0,10.0,18780.96
FI1C,2016,38.8,3.5,27400.0,7844.39,1.7,710.7,36.9,279641.0,9.1,18769.6
FI1C,2017,39.8,3.4,29100.0,8499.72,1.1,705.0,36.8,326211.0,8.5,19019.25
FI1C,2018,40.9,3.7,29900.0,9638.07,0.2,697.6,36.7,321480.0,7.4,19545.04
FI1C,2019,42.6,4.1,30300.0,8581.97,0.7,690.9,36.6,314572.0,6.3,20049.77
FI1D,2014,36.8,3.9,24800.0,9572.34,-0.3,807.6,6.4,702069.0,10.0,20007.58
FI1D,2015,36.7,3.8,24900.0,9170.71,-0.9,798.9,6.4,671357.0,10.4,19877.29
FI1D,2016,37.5,3.7,25800.0,9538.87,-0.5,792.3,6.4,751548.0,10.2,20097.8
FI1D,2017,39.1,3.9,27200.0,10399.32,-2.2,783.7,6.4,875885.0,9.6,20206.3
FI1D,2018,39.5,4.1,28000.0,10774.74,-1.9,772.4,6.3,903820.0,8.1,20884.79
FI1D,2019,40.3,4.2,28300.0,10660.93,-1.9,763.4,6.3,914038.0,7.8,21286.78
FI20,2014,32.0,3.460929250263992,37600.0,243.54,7.6,18.3,18.6,106827.0,8.403255340793496,729.09
FI20,2015,29.9,3.460929250263992,37900.0,323.18,2.7,18.2,18.6,112890.0,8.403255340793496,710.11
FI20,2016,29.2,3.460929250263992,37100.0,267.16,8.1,18.3,18.7,109749.0,8.403255340793496,712.37
FI20,2017,30.4,3.460929250263992,37800.0,250.26,7.9,18.2,18.9,114298.0,8.403255340793496,705.34
FI20,2018,36.4,3.460929250263992,34900.0,316.6,9.9,17.8,19.1,109745.0,8.403255340793496,719.25
FI20,2019,34.8,3.460929250263992,35900.0,333.6,3.2,17.4,19.2,108276.0,8.403255340793496,770.73
FR10,2014,43.9,6.7,48100.0,143068.3,-4.8,7847.7,1008.6,17188080.0,9.7,336254.6
FR10,2015,46.3,7.3,49200.0,145967.6,-5.8,7857.1,1007.3,16993243.0,9.6,341941.86
FR10,2016,47.3,7.1,50200.0,152081.49,-3.8,7871.1,1016.2,15415780.0,9.2,357603.26
FR10,2017,47.9,7.2,51400.0,162368.65,-5.1,7890.4,1020.3,17412158.0,8.7,369992.6
FR10,2018,49.3,7.4,53200.0,170037.99,-4.9,7901.5,1023.5,19244789.0,8.7,381904.78
FR10,2019,51.5,7.9,56700.0,185056.36,-4.8,7916.5,1026.8,18629916.0,7.9,385086.38
FRB0,2014,27.4,3.6,23900.0,15298.34,-1.2,1562.6,65.7,1241019.0,9.5,36684.57
FRB0,2015,29.0,3.7,24400.0,15286.32,-0.8,1551.2,65.7,1241019.0,10.7,36994.63
FRB0,2016,29.4,4.4,24500.0,15509.16,-1.0,1536.1,65.7,1241019.0,9.9,37003.42
FRB0,2017,30.3,3.2,25100.0,16418.34,-1.1,1523.3,65.6,1231237.0,8.5,37694.84
FRB0,2018,31.8,3.3,25700.0,17050.59,-1.0,1516.8,65.5,1299307.0,8.3,38119.46
FRB0,2019,31.7,3.3,27000.0,17771.55,-1.0,1513.3,65.4,1241019.0,8.2,38102.62
FRC1,2014,27.6,2.2,24100.0,9799.08,-0.5,992.7,52.0,1450575.0526036131,10.7,23204.65
FRC1,2015,25.9,1.9,24300.0,9614.22,-0.6,989.7,51.9,1450575.0526036131,8.8,23293.48
FRC1,2016,27.7,1.8,24100.0,9606.64,-1.3,980.6,51.8,1450575.0526036131,9.6,23056.35
FRC1,2017,30.3,2.3,25200.0,10279.17,-0.2,954.2,51.6,1450575.0526036131,10.7,23611.22
FRC1,2018,30.2,2.6,26000.0,10720.48,-0.7,949.4,51.5,1450575.0526036131,8.9,23927.54
FRC1,2019,31.9,3.0,27000.0,11001.86,-0.7,940.0,51.3,1450575.0526036131,7.5,23948.36
FRC2,2014,27.3,4.5,21700.0,6550.77,-1.2,723.8,72.7,545812.0,9.9,15963.45
FRC2,2015,25.7,4.5,22200.0,6540.62,-1.2,722.3,72.8,545812.0,9.3,16107.55
FRC2,2016,30.4,5.8,22700.0,6737.9,-3.0,720.6,72.8,545812.0,8.1,15960.73
FRC2,2017,32.5,5.4,23100.0,7103.26,-0.4,706.5,72.7,531619.0,6.9,16335.27
FRC2,2018,30.1,4.4,23300.0,7326.01,-1.5,707.9,72.7,545812.0,7.2,16537.25
FRC2,2019,29.1,5.1,24700.0,7655.54,-1.6,691.2,72.6,550085.0,8.2,16504.56
FRD1,2014,24.4,2.0,22900.0,8519.94,-0.2,909.2,83.4,1175890.0,8.2,20311.35
FRD1,2015,26.9,2.6,23300.0,8454.38,-0.8,898.6,83.3,1175890.0,8.2,20474.45
FRD1,2016,25.3,2.6,23600.0,8627.96,-0.9,890.2,83.2,1175890.0,8.6,20590.69
FRD1,2017,23.8,2.4,23600.0,8534.16,-0.2,868.0,83.0,1095644.0,8.1,21078.51
FRD1,2018,28.5,3.2,24300.0,8892.28,-0.7,870.4,82.8,1175890.0,8.0,21535.22
FRD1,2019,28.2,2.2,25600.0,9261.0,-0.7,847.2,82.6,1253995.0,8.2,21848.14
FRD2,2014,24.8,2.9,25400.0,11554.6,-1.4,1152.6,151.7,1450575.0526036131,11.9,27863.75
FRD2,2015,27.7,2.9,25900.0,11593.55,-3.1,1147.5,151.8,1450575.0526036131,10.6,28044.15
FRD2,2016,27.1,3.0,25600.0,11582.03,-3.6,1130.5,151.7,1450575.0526036131,11.5,27686.92
FRD2,2017,27.4,2.8,26000.0,12153.85,-2.1,1130.7,151.6,1450575.0526036131,11.3,28054.38
FRD2,2018,27.0,2.7,26400.0,12435.53,-2.9,1125.2,151.4,1450575.0526036131,9.3,28575.48
FRD2,2019,28.9,2.9,27500.0,12817.85,-3.0,1127.2,151.2,1450575.0526036131,9.9,28631.15
FRE1,2014,29.0,2.1,23300.0,22564.05,-4.3,2576.5,328.5,1421990.0,13.8,59266.72
FRE1,2015,27.8,2.1,23800.0,22670.41,-4.5,2558.8,328.4,1421990.0,13.8,59823.84
FRE1,2016,28.6,2.0,24100.0,23263.31,-3.8,2548.3,328.2,1421990.0,13.3,60251.3
FRE1,2017,29.7,2.1,24800.0,24643.19,-2.7,2535.7,328.1,1294346.0,12.9,62008.99
FRE1,2018,31.9,2.4,25500.0,25777.02,-3.7,2526.5,327.9,1491436.0,12.2,63437.76
